DK1;DK2;EE;FI;LT;LV;NO;SE
1898;1194;779;9169;802;673;14849;15125
2063;1299;870;9870;959;766;15372;15427
2404;1492;1002;10355;1115;901;16639;17611
2797;1726;1111;10520;1245;1022;18068;18905
2903;1824;1139;10466;1291;1072;18194;19360
2863;1854;1143;10375;1292;1065;17563;18968
2916;1866;1141;10304;1298;1047;16896;18658
2891;1846;1112;10139;1282;1014;16695;18237
2804;1842;1133;9993;1305;1045;16572;18073
2832;1820;1125;9870;1293;1038;16222;17942
2743;1789;1122;9748;1278;1030;16132;18045
2613;1782;1103;9711;1244;1017;15860;18112
2586;1810;1084;9751;1209;991;15837;17984
2798;1969;1091;9926;1235;1018;15833;18437
2752;2002;1114;10465;1315;1050;16126;18863
2747;1948;1082;10526;1286;1029;16892;18790
2574;1803;1022;10005;1192;957;16934;18425
2383;1725;936;10031;1030;852;16600;17600
2183;1549;856;9816;905;745;15791;16514
2017;1401;791;9329;830;680;15029;15666
1901;1295;764;9015;788;643;14527;15141
1864;1208;752;8793;769;630;14404;14783
1858;1184;745;8814;765;623;14360;14709
1828;1191;749;8980;773;629;14471;14845
1893;1235;774;9358;838;654;14539;15114
2058;1320;862;10016;1009;747;15032;15849
2398;1524;994;10448;1168;868;16281;17489
2823;1784;1087;10513;1305;976;17883;19317
2945;1893;1103;10488;1351;1021;18344;19842
2951;1927;1098;10231;1345;1022;18132;19676
3031;1958;1089;10244;1326;1004;17818;19950
3012;1940;1066;10101;1298;973;17556;19793
2948;1921;1083;9898;1307;1005;17326;19621
2997;1897;1070;9764;1288;994;17140;19420
2930;1873;1055;9729;1264;982;17153;19045
2787;1823;1022;9615;1228;967;17070;18810
2773;1820;1005;9684;1196;939;17173;18783
2907;1904;1015;9852;1219;956;17126;19068
2845;1917;1081;10489;1297;1019;17072;19498
2867;1937;1069;10681;1279;1014;17526;19928
2732;1808;1021;10124;1179;942;17340;19273
2524;1673;934;10158;1019;840;16874;18365
2294;1520;851;9899;884;741;16153;17235
2083;1368;785;9403;805;668;15414;16252
1925;1259;750;9162;766;630;14626;15374
1855;1196;737;8970;749;616;14304;15131
1822;1183;740;8910;747;605;14326;15127
1831;1201;750;8996;755;612;14363;15375
1878;1228;768;9322;815;648;14520;15392
2079;1332;864;10007;973;729;15013;15932
2448;1542;1008;10489;1124;857;16229;17545
2821;1773;1092;10631;1235;967;17842;19319
2956;1884;1114;10620;1268;1019;18040;19526
2921;1910;1106;10499;1250;1017;17712;18990
3000;1922;1089;10342;1221;999;17369;18951
2975;1898;1062;10274;1193;956;17235;18830
2915;1907;1087;10117;1206;983;16954;18457
2934;1898;1070;9926;1201;972;16792;18341
2859;1866;1061;9779;1197;956;16589;18154
2750;1821;1027;9721;1166;941;16578;18175
2743;1816;1012;9731;1146;915;16554;17931
2889;1937;1003;9788;1163;930;16636;18417
2846;1957;1069;10317;1271;1003;16668;18774
2849;1943;1067;10460;1275;996;17111;18846
2692;1815;1016;9959;1175;939;16764;18286
2512;1673;925;9991;1016;831;16283;17590
2286;1502;839;9746;886;728;15717;16313
2050;1341;770;9326;809;657;14904;15291
1939;1238;754;8991;774;621;14195;14697
1899;1179;737;8829;755;607;13866;14556
1863;1153;724;8841;747;600;13719;14414
1862;1155;740;9006;757;609;13805;14671
1921;1193;762;9311;809;641;14015;14802
2081;1290;852;10023;952;729;14385;15470
2426;1497;985;10501;1101;852;15679;17173
2837;1726;1071;10697;1217;852;17024;18995
2994;1857;1083;10697;1242;1009;17336;19149
2972;1884;1069;10574;1228;1004;16877;18697
3004;1881;1054;10513;1212;978;16526;18001
2964;1858;1032;10390;1184;953;16202;17563
2808;1823;1055;10254;1198;961;15744;16922
2721;1768;1043;10088;1155;948;15376;16358
2560;1712;1033;9981;1136;930;15087;16006
2446;1675;1000;9933;1109;903;14875;15812
2457;1675;990;9959;1105;877;14726;15529
2602;1762;994;10039;1112;891;14619;16146
2596;1820;1048;10590;1206;954;14968;16481
2582;1847;1041;10678;1216;964;15614;16857
2409;1697;985;10222;1128;896;15298;15990
2257;1583;904;10252;993;810;14904;15391
2130;1471;838;10002;884;717;14636;14973
1989;1344;780;9507;813;650;14198;14392
1848;1246;780;9158;767;614;13856;14144
1746;1175;734;8905;746;596;13573;13977
1701;1141;735;8736;735;587;13458;13953
1697;1131;733;8813;735;594;13607;14004
1723;1151;734;8871;752;605;13701;14095
1761;1162;750;8903;796;624;13735;14080
1843;1201;806;8987;899;696;13889;14163
2035;1327;878;9175;990;787;14407;14673
2216;1472;924;9376;1043;846;14974;15395
2295;1545;934;9380;1055;862;15114;15648
2302;1584;929;9250;1052;846;14976;15587
2239;1555;912;9167;1038;829;14737;15203
2150;1530;909;9122;1022;818;14336;14653
2089;1474;891;9063;993;804;13998;14246
2039;1444;882;9032;977;787;13796;13943
2032;1436;876;9076;980;781;13713;13803
2076;1459;884;9340;994;782;13952;14158
2289;1602;896;9685;1018;796;14054;14468
2341;1669;959;10124;1128;877;14327;15002
2328;1690;970;10094;1150;898;15094;15481
2222;1588;920;9615;1077;847;14770;14980
2076;1487;852;9728;969;770;14457;14513
1936;1378;792;9545;867;697;14258;14214
1788;1279;746;9130;791;638;13810;13693
1672;1191;720;8780;750;607;13512;13418
1587;1128;707;8596;733;579;13266;13224
1587;1128;707;8596;733;579;13266;13224
1560;1122;709;8609;728;578;13060;13125
1565;1101;717;8676;743;591;13171;13399
1608;1116;727;8732;770;602;13445;13531
1689;1150;741;8528;797;622;13394;13590
1781;1214;797;8690;870;687;13208;14011
1964;1355;857;8901;955;760;14068;14231
2093;1478;894;9055;997;805;14339;14863
2124;1521;894;9096;1007;810;14443;14977
2118;1528;880;8987;999;803;14491;14897
2077;1518;880;8934;990;789;14215;14808
2030;1483;872;8877;974;774;14052;14538
1994;1457;859;8843;955;762;13853;14275
1958;1432;853;8896;947;758;13715;14195
2003;1444;855;9043;963;765;13684;14272
2220;1543;859;9143;987;781;13890;14605
2282;1597;877;9431;1026;808;14067;15191
2231;1590;945;9808;1140;887;14449;15680
2270;1631;941;9688;1142;890;15117;16395
2177;1544;868;9756;1020;807;15170;15778
2020;1393;792;9693;880;718;14758;14998
1875;1260;737;9343;788;644;14086;14099
1772;1169;702;9048;741;597;13552;13777
1715;1117;681;8881;719;577;13266;13690
1701;1090;680;8817;712;571;13150;13662
1706;1086;696;8924;723;580;13062;13750
1775;1123;731;9336;786;625;13385;14161
1955;1242;831;10109;993;727;14008;14842
2377;1450;950;10467;1137;846;15124;16510
2741;1666;1068;10605;1256;971;16614;18361
2902;1781;1111;10704;1304;1030;17314;19018
2892;1809;1120;10594;1305;1048;17199;18718
2947;1821;1116;10510;1303;1034;16800;18481
2936;1802;1090;10484;1280;993;16348;18345
2855;1787;1110;10272;1295;1010;15937;18037
2880;1752;1101;10154;1282;1000;15832;17740
2793;1732;1078;9964;1269;988;15504;17635
2649;1672;1049;9857;1234;964;15437;17565
2580;1661;1021;9841;1201;920;15219;17271
2712;1755;1001;9808;1202;903;15051;17099
2662;1753;1003;10008;1203;900;15081;17127
2582;1743;1046;10397;1270;964;15347;17775
2578;1722;1042;10206;1230;954;15970;18364
2471;1605;965;10185;1079;862;15968;17584
2259;1447;862;10056;1079;752;15414;16472
2042;1288;811;9602;866;665;14679;15527
1948;1196;775;9273;831;619;14152;14779
1864;1138;748;9085;815;609;13826;14491
1832;1116;751;9010;814;602;13748;14385
1827;1111;765;9017;820;613;13764;14320
1881;1146;799;9420;877;653;13966;14463
2052;1235;900;10199;1059;757;14387;15556
2463;1452;1015;10473;1190;866;15707;17345
2819;1637;1100;10581;1301;972;17155;18815
2982;1751;1123;10506;1335;1018;17354;19232
3014;1817;1114;10403;1320;1014;17260;19021
3019;1877;1109;10432;1298;1007;16733;18886
2995;1857;1102;10424;1270;972;16234;18536
2907;1824;1129;10393;1280;989;15995;18266
2955;1811;1116;10295;1264;990;15724;17863
2907;1780;1112;10208;1247;973;15534;17475
2761;1728;1079;10053;1216;951;15520;17454
2707;1706;1055;10121;1190;922;15456;17165
2838;1791;1036;10135;1188;908;15374;17368
2745;1766;1034;10283;1193;910;15227;17274
2646;1721;1071;10633;1276;970;15418;17727
2653;1741;1048;10461;1253;960;16092;18324
2542;1647;959;10272;1119;868;15881;17802
2319;1481;873;10057;978;763;15234;16603
2096;1322;818;9593;891;686;14613;15571
1966;1226;784;9225;851;636;14036;14892
1882;1155;769;8986;830;624;13814;14779
1839;1129;766;8859;825;617;13690;14738
1820;1147;771;9049;834;619;13730;14818
1875;1185;814;9420;889;660;13927;15103
2054;1269;909;10177;1065;760;14443;15938
2464;1471;1022;10472;1199;870;15721;17667
2785;1662;1116;10570;1321;984;17284;19150
2904;1780;1136;10666;1366;1041;17567;19249
2910;1809;1134;10552;1375;1048;17269;18648
2953;1847;1113;10469;1363;1034;16984;18427
2963;1829;1097;10453;1331;993;16483;18000
2894;1854;1126;10283;1331;1009;16150;17420
2929;1834;1106;10134;1303;1005;15820;17036
2893;1822;1088;10006;1283;978;15771;16810
2796;1753;1050;9893;1246;953;15786;16840
2728;1793;1029;9907;1217;918;15764;16837
2860;1904;1012;9955;1216;905;15671;17202
2754;1866;1005;10148;1216;896;15612;17223
2629;1800;1046;10475;1303;955;15695;17479
2628;1787;1036;10228;1295;955;16192;17983
2486;1670;951;10082;1137;868;16032;17266
2286;1508;857;9921;993;762;15521;16304
2056;1346;814;9487;908;679;14810;15410
1907;1249;781;9077;874;636;14283;14818
1858;1186;767;8859;853;621;13898;14540
1838;1164;762;8742;847;614;13813;14477
1825;1160;771;8825;853;622;13878;14474
1868;1190;804;9095;912;660;13959;14731
2033;1288;889;9819;1086;759;14378;15786
2434;1512;1026;10194;1219;876;15792;17087
2805;1737;1129;10426;1348;984;17307;18765
2908;1835;1165;10465;1398;1034;17653;18831
2903;1867;1168;10414;1383;1037;17227;18736
2948;1874;1152;10250;1372;1019;16821;18347
2945;1855;1124;10225;1336;975;16287;17936
2896;1846;1137;10109;1351;993;15890;17559
2908;1824;1115;9985;1330;981;15645;17346
2835;1776;1095;9921;1312;961;15671;17229
2690;1721;1068;9850;1262;941;15378;17032
2630;1697;1040;9816;1229;912;15247;16798
2727;1760;1027;9808;1219;904;15242;17050
2638;1742;1029;9880;1217;898;15010;16973
2542;1690;1049;10231;1273;950;15272;17210
2574;1733;1039;10195;1245;951;15821;17952
2470;1646;973;10094;1080;852;15956;17490
2258;1493;888;9895;943;750;15270;16236
2017;1345;827;9476;867;674;14895;15377
1881;1236;776;9148;832;633;14275;14644
1812;1177;760;9028;807;616;13970;14669
1778;1154;751;8975;801;613;14006;14741
1816;1176;760;9111;816;623;14044;15100
1876;1199;804;9518;879;667;14229;15476
2069;1301;886;10272;1044;758;14571;16154
2437;1492;1007;10680;1174;866;15946;17929
2807;1712;1105;10910;1299;967;17544;19819
2959;1782;1131;10899;1332;1014;17829;19577
2940;1824;1131;10698;1317;1018;17184;18813
3015;1847;1116;10667;1294;1012;16693;18275
2994;1840;1079;10621;1263;973;16277;17761
2863;1810;1092;10358;1263;977;15926;17324
2761;1778;1077;10114;1232;973;15588;16810
2635;1727;1057;9999;1197;957;15320;16507
2536;1692;1019;9937;1163;935;15031;16168
2544;1682;991;9923;1146;910;14814;15794
2678;1766;970;9914;1143;899;14728;16015
2657;1774;958;10047;1142;886;14745;16107
2471;1785;1001;10294;1206;933;14971;16274
2441;1756;1010;10295;1210;945;15300;16582
2341;1683;952;10223;1082;864;15237;15980
2189;1557;877;10050;953;775;14820;15190
1979;1425;812;9519;871;697;14364;14371
1836;1314;791;9167;820;649;14039;14222
1738;1239;763;8931;795;631;13779;14102
1674;1197;752;8842;788;625;13644;14024
1629;1191;754;8816;786;628;13681;13992
1654;1201;757;8949;805;644;13743;14242
1727;1224;763;9001;842;659;13894;14550
1872;1250;814;9042;916;706;14036;14770
2052;1361;887;9250;1016;793;14463;15188
2245;1526;938;9453;1082;859;15187;15790
2392;1635;958;9547;1098;881;15792;16559
2462;1709;946;9446;1085;866;15956;16529
2441;1732;934;9389;1067;843;15814;15956
2400;1722;912;9246;1042;833;15664;15468
2332;1696;890;9144;1019;819;15595;15356
2277;1666;873;9215;997;798;15487;15146
2231;1659;868;9319;988;784;15472;15192
2251;1693;873;9471;991;779;15531;15310
2389;1808;873;9659;1013;784;15734;15629
2364;1817;875;9796;1021;788;15886;15996
2224;1717;916;9896;1095;850;15735;16110
2191;1686;933;9780;1119;869;15697;16020
2100;1598;873;9714;1018;794;15393;15287
1952;1479;810;9617;905;722;14956;14546
1798;1372;757;9173;828;648;14482;13967
1687;1291;728;8752;779;601;14098;13532
1601;1216;705;8546;761;579;13840;13221
1537;1184;696;8421;741;574;13611;13046
1534;1172;697;8441;741;573;13407;12906
1546;1167;708;8539;764;590;13520;12876
1592;1177;707;8460;791;603;13512;12926
1684;1198;740;8492;843;635;13686;13064
1812;1286;812;8752;933;706;13892;13342
2040;1424;882;9030;1012;778;14598;14315
2178;1543;925;9199;1055;818;15196;15100
2226;1615;939;9267;1059;823;15412;15429
2233;1622;937;9189;1050;809;15231;15497
2171;1611;929;9112;1033;800;14987;15335
2149;1575;916;9058;1016;799;14854;15221
2154;1553;911;9077;998;786;14670;15023
2148;1551;909;9069;999;787;14602;14687
2222;1585;923;9107;1015;801;14502;14706
2435;1711;931;9132;1035;810;14480;14892
2447;1746;950;9243;1054;824;14540;15430
2369;1698;980;9426;1138;886;14768;15879
2362;1674;964;9517;1157;894;15063;16148
2253;1572;895;9606;1027;806;14972;15601
2083;1441;824;9552;890;713;14464;14668
1894;1305;764;9188;806;644;13875;14027
1799;1213;733;8865;764;606;13336;13693
1741;1164;721;8603;744;595;12864;13420
1717;1149;715;8597;746;590;12723;13347
1746;1141;727;8719;760;598;12685;13411
1755;1147;769;9111;805;637;12893;13504
1946;1247;860;9843;977;734;13348;14211
2380;1472;986;10232;1132;853;14510;15937
2774;1697;1101;10550;1269;986;16057;17644
2932;1747;1141;10593;1368;1052;16389;18040
2929;1797;1134;10512;1362;1059;16261;18406
2964;1832;1136;10549;1345;1052;16160;18541
2974;1815;1107;10447;1315;1012;15828;18520
2869;1799;1119;10281;1323;1017;15280;18158
2906;1787;1116;10136;1310;1011;15168;17915
2820;1763;1104;10109;1290;996;15261;17702
2700;1708;1071;9954;1256;975;14915;17540
2659;1697;1044;9907;1224;945;14739;17207
2770;1799;1018;9863;1218;946;14619;17125
2683;1783;1014;9900;1225;939;14555;17000
2542;1706;1043;10085;1267;982;14738;17162
2504;1688;1025;9969;1224;957;15028;17255
2412;1589;944;9866;1063;858;14997;16675
2199;1419;859;9670;923;762;14284;15556
1974;1271;794;9257;841;678;13411;14369
1814;1168;754;8898;804;637;12797;13857
1762;1109;741;8692;788;620;12438;13571
1770;1082;728;8618;789;614;12278;13460
1815;1095;729;8689;798;620;12303;13495
1835;1115;756;9078;855;660;12442;13517
1975;1212;830;9789;1024;761;12938;14236
2397;1418;960;10202;1177;881;14291;15679
2787;1676;1057;10460;1313;1002;15788;17292
2947;1774;1077;10471;1365;1049;16239;18158
2957;1810;1068;10335;1356;1045;16093;18182
3053;1863;1053;10215;1331;1033;16148;18479
3079;1832;1036;10107;1302;1000;15834;18319
2994;1836;1057;9945;1311;1026;15670;18075
2979;1831;1045;9740;1296;1012;15809;18041
2932;1823;1024;9648;1272;995;15650;17896
2747;1772;987;9471;1232;968;15483;17719
2651;1763;969;9447;1185;935;15478;17623
2763;1832;952;9474;1194;920;15423;17839
2693;1787;940;9602;1224;907;15313;17830
2600;1722;973;9803;1280;946;15335;17644
2561;1705;976;9835;1235;936;15444;17730
2432;1622;903;9747;1109;841;15334;16930
2231;1458;814;9508;985;751;14747;15834
2053;1309;753;9064;883;675;13908;14860
1949;1206;719;8721;809;632;13390;14281
1881;1151;701;8549;783;615;13184;14178
1854;1118;695;8571;775;612;13084;13992
1845;1122;709;8656;783;618;13154;14028
1922;1147;740;9049;839;651;13377;14017
2038;1235;824;9709;1013;742;13808;14518
2364;1447;957;10157;1169;875;14984;16482
2783;1694;1066;10310;1297;995;16630;18220
2955;1798;1097;10250;1348;1053;17002;18960
2927;1831;1085;10139;1346;1060;16909;19051
2965;1842;1068;9997;1330;1046;16579;18934
2937;1836;1045;9994;1300;1011;16474;18915
2873;1834;1061;9852;1313;1029;16265;18885
2920;1833;1049;9769;1308;1022;16054;18729
2868;1810;1040;9647;1284;1009;16047;18585
2717;1757;1020;9582;1245;991;16079;18654
2643;1752;994;9576;1211;953;15992;18458
2777;1828;981;9622;1210;936;15937;18382
2696;1816;972;9740;1212;929;15819;18310
2582;1754;995;9930;1262;956;15922;18254
2570;1721;1027;9929;1246;948;16151;18411
2470;1630;951;9844;1088;851;16081;17708
2277;1482;856;9682;947;748;15406;16572
2051;1311;787;9242;864;661;14572;15398
1896;1201;762;8916;825;614;13987;15047
1852;1145;746;8709;805;592;13514;14840
1825;1129;742;8674;797;585;13487;14730
1808;1142;749;8783;812;593;13509;14702
1891;1170;781;9157;865;637;13702;14926
2045;1255;863;9850;1033;723;14017;15648
2417;1458;996;10245;1191;846;15259;17198
2769;1685;1086;10408;1324;954;16932;19072
2899;1787;1104;10365;1374;1005;17204;19296
2722;1775;1095;10260;1375;1002;16999;19286
2972;1830;1086;10118;1363;984;17020;19179
2955;1823;1065;10082;1341;938;16956;18817
2880;1832;1076;10021;1359;952;16731;18592
2885;1828;1065;9801;1346;944;16610;18336
2834;1790;1055;9769;1316;927;16711;18234
2703;1738;1022;9587;1272;906;16583;18069
2668;1708;991;9503;1231;876;16488;17764
2768;1809;976;9509;1219;865;16244;17808
2667;1779;966;9651;1202;851;16083;17879
2569;1703;993;9910;1251;891;16055;18030
2528;1681;1018;10011;1250;920;16202;18194
2452;1619;940;9970;1105;827;16034;17669
2260;1473;848;9766;966;722;15308;16210
2029;1299;785;9250;880;643;14598;15244
1897;1198;756;8981;838;601;14067;14397
1826;1130;734;8792;814;582;13746;13944
1805;1114;721;8714;808;574;13554;13770
1812;1121;727;8745;819;581;13584;13688
1869;1140;760;9033;876;621;13761;13805
2039;1233;833;9767;1025;706;14067;14544
2386;1456;963;10277;1171;827;15213;16281
2761;1685;1069;10487;1284;942;16856;18215
2896;1798;1101;10573;1318;989;17221;18630
2866;1850;1094;10528;1300;988;17082;18716
2890;1869;1085;10494;1282;969;16776;18742
2870;1865;1071;10467;1249;928;16292;18423
2749;1833;1093;10398;1249;941;15927;18055
2664;1798;1083;10395;1232;926;15625;17445
2526;1731;1066;10387;1203;905;15153;16821
2403;1681;1036;10335;1170;887;15215;16502
2387;1673;1009;10340;1153;859;15070;16059
2506;1741;994;10285;1143;854;14613;16113
2454;1727;977;10290;1139;842;14652;15932
2293;1623;987;10284;1183;871;14877;15823
2256;1587;986;10134;1202;886;14953;16017
2231;1550;912;10042;1077;807;14843;15527
2066;1439;832;9797;950;720;14564;14877
1902;1333;773;9306;871;647;14187;14313
1773;1230;739;8873;819;598;13746;13692
1702;1166;715;8600;794;578;13278;13698
1676;1127;701;8496;785;573;13129;13650
1654;1125;698;8523;784;572;13121;13624
1660;1134;714;8589;805;585;13235;13699
1712;1158;713;8684;841;599;13288;13646
1816;1169;757;8796;924;658;13430;13697
1996;1288;825;9095;1030;747;13976;14146
2164;1430;887;9375;1108;811;14695;14563
2252;1520;912;9415;1132;839;15420;15242
2306;1548;915;9374;1126;839;15831;15148
2266;1544;908;9307;1116;830;15705;14844
2228;1521;897;9183;1104;830;15699;14365
2180;1468;879;9041;1079;807;15535;14178
2122;1436;856;8965;1059;789;15402;14071
2107;1432;841;9013;1047;777;15297;14187
2155;1449;843;9193;1044;776;15417;14554
2391;1543;843;9369;1050;772;15313;15100
2404;1583;843;9434;1055;770;15011;15271
2286;1540;856;9433;1111;807;14995;15234
2224;1523;900;9468;1145;849;14966;15596
2134;1468;850;9474;1033;775;15146;15092
1971;1370;786;9400;921;687;14710;14513
1813;1263;731;8987;834;610;14266;14129
1698;1161;698;8566;776;575;13772;13604
