hour;dk1;dk2;ee;fi;lt;lv;no;se
21 - 22;0.075263158;0.171;0.16;0.319501789;0.33;0.07;0.18305517;0.302902352
22 - 23;0.083684211;0.118;0.196666667;0.328237536;0.263333333;0.07;0.155892079;0.265992028
23 - 00;0.096578947;0.067;0.18;0.332121282;0.286666667;0.11;0.136206951;0.245041905
00 - 01;0.144736842;0.045;0.236666667;0.336347327;0.356666667;0.11;0.137647422;0.223205423
01 - 02;0.214210526;0.063;0.27;0.351249929;0.313333333;0.12;0.159888764;0.202455767
02 - 03;0.259210526;0.102;0.266666667;0.352288748;0.3;0.14;0.186714361;0.198932557
03 - 04;0.295;0.139;0.24;0.349051099;0.296666667;0.17;0.20603303;0.184099091
04 - 05;0.350263158;0.168;0.28;0.352224252;0.293333333;0.1;0.234168831;0.184243336
05 - 06;0.442631579;0.241;0.283333333;0.347406219;0.27;0.03;0.287679071;0.179405635
06 - 07;0.543684211;0.346;0.29;0.333427631;0.2;0.06;0.355254665;0.176079785
07 - 08;0.634473684;0.487;0.303333333;0.339964757;0.143333333;0.1;0.432783346;0.176876352
08 - 09;0.693421053;0.585;0.3;0.350433919;0.143333333;0.1;0.479687527;0.160641527
09 - 10;0.709473684;0.667;0.256666667;0.339128566;0.103333333;0.07;0.510929469;0.156314722
10 - 11;0.696842105;0.734;0.193333333;0.319209577;0.08;0.07;0.534850265;0.173708691
11 - 12;0.671052632;0.777;0.166666667;0.281253198;0.053333333;0.06;0.540633941;0.173849191
12 - 13;0.636578947;0.763;0.126666667;0.276759295;0.033333333;0.04;0.524206442;0.17304038
13 - 14;0.578157895;0.721;0.106666667;0.267744621;0.023333333;0.03;0.49029528;0.171727946
14 - 15;0.535;0.63;0.08;0.270184113;0.01;0.02;0.4481228;0.179368399
15 - 16;0.501578947;0.519;0.08;0.27258415;0.006666667;0.01;0.409143587;0.206851812
16 - 17;0.450526316;0.452;0.073333333;0.261864298;0.003333333;0.01;0.370929837;0.210263196
17 - 18;0.387631579;0.364;0.063333333;0.275024708;0.003333333;0;0.325333936;0.224370228
18 - 19;0.343947368;0.334;0.036666667;0.277878796;0.003333333;0;0.306591007;0.241825651
19 - 20;0.294736842;0.345;0.03;0.284035843;0.013333333;0;0.29393402;0.242065217
20 - 21;0.262368421;0.368;0.023333333;0.276047232;0.01;0;0.289569808;0.238341003
21 - 22;0.235526316;0.213;0.016666667;0.256827394;0.02;0;0.22371653;0.222623276
22 - 23;0.173421053;0.172;0.01;0.245422779;0.02;0;0.180934045;0.197381081
23 - 00;0.135263158;0.122;0.013333333;0.263331117;0.033333333;0;0.144058169;0.17491135
00 - 01;0.098684211;0.079;0.01;0.239467679;0.033333333;0;0.11590029;0.17001666
01 - 02;0.063684211;0.063;0.003333333;0.214789383;0.036666667;0;0.096020194;0.161376372
02 - 03;0.047631579;0.056;0;0.175638562;0.03;0;0.085028634;0.151454322
03 - 04;0.047368421;0.042;0.006666667;0.12692649;0.04;0.01;0.078492304;0.14610849
04 - 05;0.044473684;0.018;0.006666667;0.094545003;0.05;0.01;0.067578897;0.140263006
05 - 06;0.034210526;0.011;0.006666667;0.081641813;0.063333333;0.01;0.058314107;0.129731795
06 - 07;0.046842105;0.021;0.003333333;0.095168215;0.066666667;0.01;0.062976038;0.121086008
07 - 08;0.052105263;0.021;0;0.080592625;0.09;0.01;0.064145317;0.119330688
08 - 09;0.057105263;0.013;0;0.080342812;0.096666667;0.01;0.064362354;0.122981799
09 - 10;0.057368421;0.005;0;0.082478703;0.08;0.01;0.060553293;0.119291458
10 - 11;0.047631579;0.011;0;0.063241132;0.07;0;0.057876445;0.114997755
11 - 12;0.041842105;0.012;0;0.054635434;0.07;0;0.052895147;0.104843336
12 - 13;0.031578947;0.014;0;0.059361142;0.07;0;0.047336083;0.0964293
13 - 14;0.027894737;0.015;0;0.071554255;0.086666667;0;0.04546696;0.093506144
14 - 15;0.029736842;0.02;0;0.070819162;0.126666667;0.01;0.049484535;0.098716762
15 - 16;0.043157895;0.026;0;0.07160496;0.166666667;0.01;0.060731156;0.113035575
16 - 17;0.061315789;0.028;0.003333333;0.055061248;0.2;0.02;0.069957447;0.120556553
17 - 18;0.065789474;0.034;0.006666667;0.050452678;0.21;0.03;0.07347106;0.120623706
18 - 19;0.080263158;0.046;0.003333333;0.043866815;0.173333333;0.03;0.083632827;0.124635323
19 - 20;0.099736842;0.07;0.006666667;0.044662986;0.163333333;0.03;0.096204042;0.118875285
20 - 21;0.131578947;0.093;0.006666667;0.045767205;0.146666667;0.02;0.112393226;0.11260073
21 - 22;0.145526316;0.123;0.013333333;0.04270546;0.12;0.02;0.12612247;0.109841095
22 - 23;0.158421053;0.109;0.01;0.029124083;0.093333333;0.01;0.126017141;0.110630371
23 - 00;0.159736842;0.074;0.006666667;0.027346695;0.1;0.02;0.112844687;0.104797218
00 - 01;0.187894737;0.08;0.006666667;0.035171606;0.113333333;0.03;0.123164649;0.101599211
01 - 02;0.207368421;0.071;0.006666667;0.032086711;0.153333333;0.02;0.127498552;0.104127235
02 - 03;0.208421053;0.079;0.01;0.033872048;0.146666667;0.03;0.130546362;0.104218035
03 - 04;0.233421053;0.088;0.01;0.027500568;0.15;0.05;0.141912936;0.104317754
04 - 05;0.246578947;0.059;0.006666667;0.035743601;0.186666667;0.03;0.138407064;0.109642244
05 - 06;0.265;0.081;0.013333333;0.038165228;0.173333333;0.02;0.15127979;0.10783937
06 - 07;0.287631579;0.104;0.033333333;0.048946647;0.18;0.05;0.163446899;0.098709117
07 - 08;0.309210526;0.127;0.046666667;0.056670529;0.16;0.06;0.177233553;0.095490132
08 - 09;0.333421053;0.149;0.036666667;0.067469072;0.17;0.05;0.194119284;0.0999368
09 - 10;0.350263158;0.144;0.036666667;0.063391349;0.176666667;0.06;0.196356833;0.094807341
10 - 11;0.372368421;0.131;0.033333333;0.072453012;0.173333333;0.05;0.199138365;0.094046674
11 - 12;0.378684211;0.141;0.016666667;0.075340178;0.18;0.04;0.199659729;0.079294976
12 - 13;0.393684211;0.146;0.026666667;0.084027035;0.13;0.02;0.204014464;0.072359181
13 - 14;0.398684211;0.125;0.033333333;0.061317747;0.116666667;0.03;0.198974849;0.073240336
14 - 15;0.411315789;0.096;0.04;0.058044932;0.15;0.03;0.196184146;0.08123665
15 - 16;0.433421053;0.121;0.07;0.061666236;0.133333333;0.03;0.216848209;0.096123575
16 - 17;0.453684211;0.193;0.09;0.063881183;0.13;0.05;0.253140254;0.112736553
17 - 18;0.470526316;0.288;0.09;0.070178817;0.133333333;0.05;0.2969791;0.132410984
18 - 19;0.499473684;0.407;0.1;0.072883374;0.136666667;0.05;0.353255594;0.153293098
19 - 20;0.526315789;0.446;0.086666667;0.083975351;0.136666667;0.04;0.376897774;0.158377531
20 - 21;0.552105263;0.476;0.063333333;0.086265801;0.08;0.03;0.397171397;0.163408928
21 - 22;0.565526316;0.51;0.086666667;0.090762791;0.063333333;0.03;0.416451316;0.173827633
22 - 23;0.585526316;0.526;0.133333333;0.073408843;0.056666667;0.03;0.430407628;0.179696569
23 - 00;0.599473684;0.544;0.13;0.072763307;0.05;0.03;0.444308247;0.189451056
00 - 01;0.609210526;0.509;0.12;0.082117018;0.03;0.03;0.439866654;0.201389437
01 - 02;0.632105263;0.564;0.12;0.081725986;0.036666667;0.04;0.470812922;0.216333504
02 - 03;0.642631579;0.645;0.13;0.094405007;0.03;0.03;0.504535978;0.225976356
03 - 04;0.652368421;0.677;0.16;0.099624751;0.033333333;0.04;0.520182022;0.231177645
04 - 05;0.651315789;0.686;0.123333333;0.106943812;0.043333333;0.03;0.526750306;0.242935129
05 - 06;0.644473684;0.688;0.063333333;0.11070219;0.063333333;0.02;0.529081244;0.254770048
06 - 07;0.654210526;0.664;0.05;0.130821839;0.053333333;0.04;0.531706828;0.276909957
07 - 08;0.667105263;0.673;0.09;0.157639819;0.033333333;0.04;0.546415808;0.299142159
08 - 09;0.692631579;0.704;0.126666667;0.127452687;0.016666667;0.04;0.568293427;0.308248703
09 - 10;0.714473684;0.757;0.153333333;0.103675857;0.016666667;0.02;0.595370469;0.314637723
10 - 11;0.732105263;0.734;0.176666667;0.11863663;0.016666667;0.01;0.595782747;0.321242978
11 - 12;0.741842105;0.75;0.136666667;0.113389379;0.036666667;0.01;0.606683079;0.328207133
12 - 13;0.738684211;0.782;0.106666667;0.097298788;0.046666667;0.03;0.620439662;0.340634775
13 - 14;0.740526316;0.773;0.116666667;0.134416932;0.053333333;0.03;0.622537156;0.354085151
14 - 15;0.751315789;0.798;0.14;0.187921476;0.053333333;0.02;0.639368202;0.368788817
15 - 16;0.763684211;0.835;0.16;0.240818347;0.05;0.01;0.661003132;0.384325184
16 - 17;0.774736842;0.861;0.146666667;0.244796515;0.046666667;0.03;0.681254626;0.408027036
17 - 18;0.792894737;0.88;0.13;0.246936969;0.06;0.04;0.69702813;0.418189655
18 - 19;0.807894737;0.891;0.153333333;0.233218528;0.093333333;0.02;0.706494439;0.42058858
19 - 20;0.823684211;0.887;0.113333333;0.231994564;0.163333333;0.03;0.70924916;0.417063268
20 - 21;0.832894737;0.898;0.093333333;0.231650183;0.183333333;0.02;0.72039022;0.430275923
21 - 22;0.838684211;0.923;0.076666667;0.222660511;0.166666667;0.05;0.732165441;0.434812113
22 - 23;0.836842105;0.925;0.086666667;0.252181897;0.146666667;0.06;0.736434255;0.44746066
23 - 00;0.803947368;0.899;0.07;0.252350964;0.123333333;0.04;0.719210935;0.454685437
00 - 01;0.741578947;0.869;0.073333333;0.247626338;0.14;0.03;0.689031844;0.456516584
01 - 02;0.685526316;0.734;0.086666667;0.250970103;0.15;0.04;0.627524366;0.463046781
02 - 03;0.642894737;0.594;0.083333333;0.227101183;0.14;0.04;0.567815109;0.466550591
03 - 04;0.607368421;0.552;0.056666667;0.201538101;0.166666667;0.04;0.540685635;0.462688483
04 - 05;0.567631579;0.484;0.066666667;0.187974007;0.23;0.04;0.506059527;0.466547002
05 - 06;0.533947368;0.372;0.083333333;0.167710295;0.286666667;0.03;0.458606011;0.469870664
06 - 07;0.510526316;0.314;0.046666667;0.150971218;0.28;0.03;0.432706563;0.473593374
07 - 08;0.505526316;0.272;0.05;0.157223736;0.31;0.05;0.417272071;0.474289896
08 - 09;0.506578947;0.271;0.08;0.174751686;0.31;0.07;0.41461817;0.466275563
09 - 10;0.523421053;0.241;0.07;0.152197623;0.28;0.07;0.406663485;0.455569404
10 - 11;0.528684211;0.262;0.04;0.143104135;0.323333333;0.07;0.413517223;0.449867459
11 - 12;0.526315789;0.279;0.02;0.130674084;0.323333333;0.06;0.417510086;0.447214468
12 - 13;0.532105263;0.297;0.003333333;0.118203786;0.38;0.12;0.42588549;0.448551206
13 - 14;0.530789474;0.309;0.003333333;0.133471026;0.413333333;0.1;0.428867615;0.446813371
14 - 15;0.529210526;0.302;0.013333333;0.160754786;0.466666667;0.1;0.426843638;0.449320388
15 - 16;0.528421053;0.319;0.033333333;0.210319826;0.5;0.11;0.432481771;0.450024259
16 - 17;0.527105263;0.351;0.07;0.224983394;0.5;0.12;0.441646137;0.446833147
17 - 18;0.523421053;0.386;0.1;0.23375556;0.466666667;0.14;0.451838127;0.446093327
18 - 19;0.537894737;0.413;0.116666667;0.233389136;0.396666667;0.12;0.461551814;0.433760704
19 - 20;0.536578947;0.435;0.14;0.221658799;0.376666667;0.11;0.463532507;0.419018573
20 - 21;0.542368421;0.443;0.136666667;0.19157466;0.386666667;0.09;0.466122939;0.413000395
21 - 22;0.529736842;0.427;0.16;0.163241118;0.363333333;0.11;0.454605351;0.40707921
22 - 23;0.542894737;0.431;0.173333333;0.161846447;0.33;0.1;0.454804167;0.390517764
23 - 00;0.562631579;0.437;0.16;0.176525705;0.32;0.11;0.461581784;0.385113772
00 - 01;0.589210526;0.413;0.193333333;0.15151639;0.3;0.11;0.458768808;0.374095897
01 - 02;0.599736842;0.409;0.2;0.144611852;0.296666667;0.12;0.455933568;0.359063861
02 - 03;0.599473684;0.45;0.206666667;0.127936845;0.283333333;0.14;0.469188897;0.358093007
03 - 04;0.598157895;0.49;0.24;0.112330178;0.273333333;0.13;0.479873603;0.351462914
04 - 05;0.609736842;0.493;0.293333333;0.103634916;0.23;0.11;0.484528611;0.350848991
05 - 06;0.622894737;0.484;0.276666667;0.099131525;0.21;0.12;0.487109088;0.354432526
06 - 07;0.623157895;0.533;0.24;0.082232383;0.203333333;0.16;0.504687597;0.357904896
07 - 08;0.620526316;0.578;0.21;0.075851215;0.22;0.17;0.519523992;0.36004566
08 - 09;0.627368421;0.576;0.22;0.066015629;0.23;0.14;0.520024246;0.356704317
09 - 10;0.631315789;0.6;0.17;0.065597091;0.21;0.15;0.528124506;0.353057728
10 - 11;0.652631579;0.592;0.143333333;0.062164486;0.186666667;0.12;0.530644465;0.347301816
11 - 12;0.658947368;0.603;0.086666667;0.050348538;0.116666667;0.09;0.536114375;0.346395756
12 - 13;0.664473684;0.571;0.033333333;0.040429818;0.116666667;0.1;0.527209453;0.346154675
13 - 14;0.682368421;0.616;0.026666667;0.035580541;0.136666667;0.08;0.550831457;0.354125951
14 - 15;0.707631579;0.656;0.043333333;0.030883976;0.166666667;0.1;0.575634962;0.363273306
15 - 16;0.729473684;0.66;0.046666667;0.038203301;0.193333333;0.12;0.59044937;0.381874426
16 - 17;0.750263158;0.742;0.083333333;0.053728729;0.256666667;0.12;0.627262326;0.389523821
17 - 18;0.772368421;0.858;0.1;0.06056976;0.32;0.11;0.674402422;0.392838845
18 - 19;0.793684211;0.889;0.103333333;0.062205421;0.343333333;0.12;0.693740099;0.398536086
19 - 20;0.799210526;0.91;0.096666667;0.056120539;0.353333333;0.14;0.705176025;0.406317549
20 - 21;0.808684211;0.94;0.11;0.060017044;0.35;0.12;0.717986488;0.405275252
21 - 22;0.820526316;0.943;0.093333333;0.057144111;0.35;0.12;0.724406957;0.409694556
22 - 23;0.841315789;0.962;0.093333333;0.058014673;0.336666667;0.09;0.736261089;0.405467476
23 - 00;0.846578947;0.953;0.12;0.056863618;0.323333333;0.11;0.736260349;0.409202099
00 - 01;0.853947368;0.96;0.123333333;0.058828129;0.32;0.11;0.74100152;0.40905719
01 - 02;0.864736842;0.964;0.1;0.059941801;0.363333333;0.1;0.746428131;0.410547551
02 - 03;0.871052632;0.977;0.07;0.056400567;0.39;0.11;0.752913694;0.41068845
03 - 04;0.872368421;0.998;0.06;0.058771654;0.416666667;0.13;0.762407238;0.416853292
04 - 05;0.885263158;0.989;0.066666667;0.057317001;0.416666667;0.15;0.76656074;0.425419061
05 - 06;0.892894737;0.996;0.063333333;0.062553574;0.436666667;0.16;0.773585248;0.431861007
06 - 07;0.894473684;1;0.066666667;0.061753505;0.43;0.14;0.776814069;0.435968524
07 - 08;0.903421053;1;0.07;0.060762341;0.466666667;0.14;0.782591535;0.444353553
08 - 09;0.911578947;1;0.116666667;0.053464831;0.47;0.13;0.787828097;0.451905342
09 - 10;0.912894737;1;0.1;0.054599574;0.453333333;0.12;0.78783426;0.450608044
10 - 11;0.898684211;1;0.103333333;0.052379874;0.42;0.14;0.784802525;0.455723366
11 - 12;0.897631579;1;0.06;0.050724633;0.403333333;0.17;0.783636746;0.453278659
12 - 13;0.898684211;1;0.053333333;0.040866944;0.406666667;0.17;0.783041193;0.450439368
13 - 14;0.897894737;1;0.05;0.031552316;0.48;0.18;0.784443247;0.455435003
14 - 15;0.897631579;1;0.073333333;0.038886292;0.54;0.19;0.784106793;0.4546888
15 - 16;0.904473684;1;0.136666667;0.037377261;0.553333333;0.16;0.787705838;0.45864383
16 - 17;0.906578947;1;0.22;0.042205017;0.616666667;0.18;0.79323789;0.473134724
17 - 18;0.890789474;1;0.23;0.046732333;0.62;0.18;0.790598679;0.481006564
18 - 19;0.888157895;1;0.176666667;0.054309914;0.593333333;0.17;0.78962601;0.480720136
19 - 20;0.898684211;1;0.186666667;0.058571281;0.56;0.15;0.791146252;0.474754545
20 - 21;0.898947368;1;0.196666667;0.055843536;0.573333333;0.19;0.790538705;0.472668746
21 - 22;0.888421053;0.998;0.186666667;0.055913646;0.593333333;0.23;0.786842349;0.474105995
22 - 23;0.874473684;0.99;0.24;0.058948831;0.603333333;0.23;0.78060564;0.477343237
23 - 00;0.862368421;0.978;0.246666667;0.06255493;0.59;0.23;0.773629549;0.480520227
00 - 01;0.844473684;0.962;0.243333333;0.065587817;0.59;0.23;0.763653143;0.484485745
01 - 02;0.833947368;0.945;0.243333333;0.075644155;0.603333333;0.22;0.758326306;0.49603155
02 - 03;0.832105263;0.937;0.26;0.085554309;0.596666667;0.22;0.756846015;0.501432783
03 - 04;0.830263158;0.949;0.253333333;0.08864043;0.61;0.23;0.761437498;0.505049335
04 - 05;0.826578947;0.941;0.213333333;0.077750476;0.61;0.21;0.757582835;0.505169557
05 - 06;0.811578947;0.934;0.206666667;0.073190397;0.596666667;0.19;0.749231104;0.502114365
06 - 07;0.806315789;0.938;0.196666667;0.080019753;0.593333333;0.16;0.746630538;0.495575824
07 - 08;0.794210526;0.949;0.183333333;0.078676114;0.586666667;0.15;0.745469404;0.493197686
08 - 09;0.775526316;0.947;0.18;0.078212006;0.536666667;0.15;0.739466168;0.495872188
09 - 10;0.757631579;0.945;0.113333333;0.084307238;0.526666667;0.16;0.731033123;0.490467791
10 - 11;0.731842105;0.915;0.056666667;0.090531382;0.523333333;0.16;0.711285917;0.487015645
11 - 12;0.713684211;0.939;0.05;0.109532453;0.533333333;0.13;0.710149268;0.477763593
12 - 13;0.674210526;0.945;0.056666667;0.109593631;0.533333333;0.17;0.695799806;0.46818889
13 - 14;0.653157895;0.939;0.063333333;0.11300272;0.55;0.18;0.682382286;0.454988964
14 - 15;0.656052632;0.948;0.066666667;0.147797988;0.57;0.16;0.683915072;0.447692584
15 - 16;0.661315789;0.911;0.076666667;0.190134101;0.596666667;0.19;0.671329902;0.441673916
16 - 17;0.650789474;0.879;0.096666667;0.223846589;0.63;0.19;0.656409573;0.439439246
17 - 18;0.638684211;0.86;0.116666667;0.27025855;0.61;0.18;0.642141207;0.427739409
18 - 19;0.632894737;0.848;0.126666667;0.287260193;0.59;0.19;0.631746623;0.414345131
19 - 20;0.616578947;0.841;0.146666667;0.279549326;0.57;0.2;0.618105275;0.396736879
20 - 21;0.605789474;0.775;0.16;0.274201881;0.55;0.18;0.584889178;0.37387806
21 - 22;0.606052632;0.767;0.146666667;0.266945103;0.553333333;0.18;0.574508385;0.350472522
22 - 23;0.59;0.715;0.166666667;0.2790651;0.56;0.16;0.544276108;0.327828324
23 - 00;0.570789474;0.654;0.18;0.275193322;0.556666667;0.17;0.511676404;0.310239737
00 - 01;0.541315789;0.595;0.186666667;0.281870386;0.54;0.18;0.475584816;0.290438658
01 - 02;0.513157895;0.545;0.173333333;0.247286429;0.526666667;0.18;0.44500921;0.276869736
02 - 03;0.487368421;0.523;0.163333333;0.168819436;0.53;0.17;0.426812398;0.270068774
03 - 04;0.458421053;0.439;0.15;0.105921127;0.506666667;0.18;0.388210452;0.267210303
04 - 05;0.425789474;0.419;0.133333333;0.082009594;0.48;0.19;0.370400615;0.266412371
05 - 06;0.399736842;0.464;0.14;0.082942369;0.486666667;0.2;0.376165109;0.264758486
06 - 07;0.381842105;0.409;0.146666667;0.062770299;0.476666667;0.17;0.352736149;0.267366342
07 - 08;0.363421053;0.397;0.13;0.070824445;0.46;0.13;0.342309687;0.266508008
08 - 09;0.351052632;0.454;0.116666667;0.058270535;0.433333333;0.12;0.355382678;0.261095402
09 - 10;0.345263158;0.493;0.1;0.053947835;0.34;0.1;0.364027587;0.253819603
10 - 11;0.342631579;0.502;0.063333333;0.037220276;0.256666667;0.08;0.366280432;0.254209717
11 - 12;0.357368421;0.445;0.033333333;0.022594283;0.206666667;0.07;0.351551532;0.252286176
12 - 13;0.350263158;0.421;0.013333333;0.011507858;0.203333333;0.07;0.337544166;0.241369341
13 - 14;0.358421053;0.43;0.016666667;0.009282878;0.24;0.08;0.339909117;0.231306297
14 - 15;0.374210526;0.455;0.03;0.010121922;0.293333333;0.1;0.35364205;0.231715622
15 - 16;0.378157895;0.432;0.056666667;0.011791404;0.323333333;0.12;0.353152515;0.249299649
16 - 17;0.391315789;0.426;0.09;0.017975296;0.376666667;0.16;0.362311341;0.269618235
17 - 18;0.418421053;0.46;0.093333333;0.019948092;0.36;0.15;0.386909606;0.282307765
18 - 19;0.440526316;0.502;0.08;0.017555055;0.4;0.12;0.412053622;0.29363455
19 - 20;0.453157895;0.506;0.086666667;0.022128781;0.363333333;0.13;0.418649011;0.296789139
20 - 21;0.441842105;0.474;0.086666667;0.034771315;0.303333333;0.15;0.404197815;0.296751339
21 - 22;0.447105263;0.444;0.066666667;0.037300972;0.246666667;0.16;0.397237724;0.300607908
22 - 23;0.446578947;0.494;0.046666667;0.031011302;0.236666667;0.17;0.412482362;0.296868138
23 - 00;0.465526316;0.505;0.04;0.032401643;0.226666667;0.1;0.420984459;0.29242706
00 - 01;0.495263158;0.483;0.023333333;0.03183933;0.21;0.06;0.42336514;0.291832262
01 - 02;0.509736842;0.423;0.013333333;0.029835597;0.223333333;0.05;0.406849264;0.28781095
02 - 03;0.507894737;0.499;0.01;0.024924612;0.206666667;0.05;0.432704837;0.291219773
03 - 04;0.510263158;0.557;0.016666667;0.025558125;0.203333333;0.06;0.44993329;0.282536712
04 - 05;0.539736842;0.605;0.033333333;0.030232172;0.183333333;0.12;0.476065143;0.283458588
05 - 06;0.577105263;0.637;0.04;0.027944371;0.183333333;0.15;0.499226603;0.283574545
06 - 07;0.610789474;0.707;0.043333333;0.03006163;0.186666667;0.09;0.534291653;0.285085485
